recipe,pair,rank
Transitive Transport Bridge,text-free,126
Transitive Transport Bridge,text-free,8
Transitive Transport Bridge,text-free,1
Transitive Transport Bridge,text-free,34
Transitive Transport Bridge,text-free,52
Transitive Transport Bridge,text-free,80
Transitive Transport Bridge,text-free,140
Transitive Transport Bridge,text-free,4
Transitive Transport Bridge,text-free,55
Transitive Transport Bridge,text-free,269
Transitive Transport Bridge,text-free,91
Transitive Transport Bridge,text-free,10
Transitive Transport Bridge,text-free,63
Transitive Transport Bridge,text-free,64
Transitive Transport Bridge,text-free,213
Transitive Transport Bridge,text-free,275
Transitive Transport Bridge,text-free,17
Transitive Transport Bridge,text-free,32
Transitive Transport Bridge,text-free,17
Transitive Transport Bridge,text-free,211
Transitive Transport Bridge,text-free,2
Transitive Transport Bridge,text-free,86
Transitive Transport Bridge,text-free,7
Transitive Transport Bridge,text-free,2
Transitive Transport Bridge,text-free,182
Transitive Transport Bridge,text-free,24
Transitive Transport Bridge,text-free,345
Transitive Transport Bridge,text-free,44
Transitive Transport Bridge,text-free,169
Transitive Transport Bridge,text-free,184
Transitive Transport Bridge,text-free,43
Transitive Transport Bridge,text-free,89
Transitive Transport Bridge,text-free,81
Transitive Transport Bridge,text-free,18
Transitive Transport Bridge,text-free,122
Transitive Transport Bridge,text-free,27
Transitive Transport Bridge,text-free,6
Transitive Transport Bridge,text-free,200
Transitive Transport Bridge,text-free,245
Transitive Transport Bridge,text-free,135
Transitive Transport Bridge,text-free,34
Transitive Transport Bridge,text-free,303
Transitive Transport Bridge,text-free,6
Transitive Transport Bridge,text-free,18
Transitive Transport Bridge,text-free,83
Transitive Transport Bridge,text-free,86
Transitive Transport Bridge,text-free,3
Transitive Transport Bridge,text-free,65
Transitive Transport Bridge,text-free,27
Transitive Transport Bridge,text-free,51
Transitive Transport Bridge,text-free,111
Transitive Transport Bridge,text-free,156
Transitive Transport Bridge,text-free,1
Transitive Transport Bridge,text-free,19
Transitive Transport Bridge,text-free,150
Transitive Transport Bridge,text-free,71
Transitive Transport Bridge,text-free,66
Transitive Transport Bridge,text-free,2
Transitive Transport Bridge,text-free,1
Transitive Transport Bridge,text-free,186
Transitive Transport Bridge,text-free,210
Transitive Transport Bridge,text-free,114
Transitive Transport Bridge,text-free,378
Transitive Transport Bridge,text-free,23
Transitive Transport Bridge,text-free,5
Transitive Transport Bridge,text-free,226
Transitive Transport Bridge,text-free,99
Transitive Transport Bridge,text-free,2
Transitive Transport Bridge,text-free,17
Transitive Transport Bridge,text-free,37
Transitive Transport Bridge,text-free,1
Transitive Transport Bridge,text-free,121
Transitive Transport Bridge,text-free,292
Transitive Transport Bridge,text-free,44
Transitive Transport Bridge,text-free,137
Transitive Transport Bridge,text-free,8
Transitive Transport Bridge,text-free,49
Transitive Transport Bridge,text-free,37
Transitive Transport Bridge,text-free,376
Transitive Transport Bridge,text-free,44
Transitive Transport Bridge,text-free,24
Transitive Transport Bridge,text-free,6
Transitive Transport Bridge,text-free,83
Transitive Transport Bridge,text-free,50
Transitive Transport Bridge,text-free,2
Transitive Transport Bridge,text-free,246
Transitive Transport Bridge,text-free,2
Transitive Transport Bridge,text-free,47
Transitive Transport Bridge,text-free,211
Transitive Transport Bridge,text-free,35
Transitive Transport Bridge,text-free,9
Transitive Transport Bridge,text-free,219
Transitive Transport Bridge,text-free,1
Transitive Transport Bridge,text-free,33
Transitive Transport Bridge,text-free,100
Transitive Transport Bridge,text-free,156
Transitive Transport Bridge,text-free,124
Transitive Transport Bridge,text-free,207
Transitive Transport Bridge,text-free,169
Transitive Transport Bridge,text-free,17
Transitive Transport Bridge,text-free,235
Transitive Transport Bridge,text-free,5
Transitive Transport Bridge,text-free,80
Transitive Transport Bridge,text-free,30
Transitive Transport Bridge,text-free,32
Transitive Transport Bridge,text-free,101
Transitive Transport Bridge,text-free,15
Transitive Transport Bridge,text-free,3
Transitive Transport Bridge,text-free,260
Transitive Transport Bridge,text-free,80
Transitive Transport Bridge,text-free,26
Transitive Transport Bridge,text-free,41
Transitive Transport Bridge,text-free,138
Transitive Transport Bridge,text-free,214
Transitive Transport Bridge,text-free,14
Transitive Transport Bridge,text-free,16
Transitive Transport Bridge,text-free,7
Transitive Transport Bridge,text-free,337
Transitive Transport Bridge,text-free,2
Transitive Transport Bridge,text-free,3
Transitive Transport Bridge,text-free,23
Transitive Transport Bridge,text-free,229
Transitive Transport Bridge,text-free,7
Transitive Transport Bridge,text-free,74
Transitive Transport Bridge,text-free,219
Transitive Transport Bridge,text-free,6
Transitive Transport Bridge,text-free,2
Transitive Transport Bridge,text-free,207
Transitive Transport Bridge,text-free,37
Transitive Transport Bridge,text-free,13
Transitive Transport Bridge,text-free,71
Transitive Transport Bridge,text-free,11
Transitive Transport Bridge,text-free,6
Transitive Transport Bridge,text-free,1
Transitive Transport Bridge,text-free,26
Transitive Transport Bridge,text-free,128
Transitive Transport Bridge,text-free,32
Transitive Transport Bridge,text-free,80
Transitive Transport Bridge,text-free,241
Transitive Transport Bridge,text-free,190
Transitive Transport Bridge,text-free,8
Transitive Transport Bridge,text-free,79
Transitive Transport Bridge,text-free,157
Transitive Transport Bridge,text-free,22
Transitive Transport Bridge,text-free,51
Transitive Transport Bridge,text-free,228
Transitive Transport Bridge,text-free,21
Transitive Transport Bridge,text-free,8
Transitive Transport Bridge,text-free,62
Transitive Transport Bridge,text-free,1
Transitive Transport Bridge,text-free,13
Transitive Transport Bridge,text-free,56
Transitive Transport Bridge,text-free,9
Transitive Transport Bridge,text-free,162
Transitive Transport Bridge,text-free,91
Transitive Transport Bridge,text-free,77
Transitive Transport Bridge,text-free,259
Transitive Transport Bridge,text-free,66
Transitive Transport Bridge,text-free,222
Transitive Transport Bridge,text-free,135
Transitive Transport Bridge,text-free,19
Transitive Transport Bridge,text-free,280
Transitive Transport Bridge,text-free,96
Transitive Transport Bridge,text-free,123
Transitive Transport Bridge,text-free,129
Transitive Transport Bridge,text-free,328
Transitive Transport Bridge,text-free,252
Transitive Transport Bridge,text-free,21
Transitive Transport Bridge,text-free,27
Transitive Transport Bridge,text-free,21
Transitive Transport Bridge,text-free,35
Transitive Transport Bridge,text-free,25
Transitive Transport Bridge,text-free,4
Transitive Transport Bridge,text-free,147
Transitive Transport Bridge,text-free,139
Transitive Transport Bridge,text-free,42
Transitive Transport Bridge,text-free,87
Transitive Transport Bridge,text-free,286
Transitive Transport Bridge,text-free,56
Transitive Transport Bridge,text-free,3
Transitive Transport Bridge,text-free,12
Transitive Transport Bridge,text-free,59
Transitive Transport Bridge,text-free,100
Transitive Transport Bridge,text-free,187
Transitive Transport Bridge,text-free,360
Transitive Transport Bridge,text-free,67
Transitive Transport Bridge,text-free,218
Transitive Transport Bridge,text-free,9
Transitive Transport Bridge,text-free,259
Transitive Transport Bridge,text-free,55
Transitive Transport Bridge,text-free,70
Transitive Transport Bridge,text-free,3
Transitive Transport Bridge,text-free,335
Transitive Transport Bridge,text-free,24
Transitive Transport Bridge,text-free,138
Transitive Transport Bridge,text-free,39
Transitive Transport Bridge,text-free,10
Transitive Transport Bridge,text-free,2
Transitive Transport Bridge,text-free,61
Transitive Transport Bridge,text-free,72
Transitive Transport Bridge,text-free,115
Transitive Transport Bridge,text-free,2
Transitive Transport Bridge,text-free,339
Transitive Transport Bridge,text-free,19
Transitive Transport Bridge,text-free,215
Transitive Transport Bridge,text-free,156
Transitive Transport Bridge,text-free,244
Transitive Transport Bridge,text-free,11
Transitive Transport Bridge,text-free,2
Transitive Transport Bridge,text-free,18
Transitive Transport Bridge,text-free,25
Transitive Transport Bridge,text-free,92
Transitive Transport Bridge,text-free,1
Transitive Transport Bridge,text-free,98
Transitive Transport Bridge,text-free,88
Transitive Transport Bridge,text-free,166
Transitive Transport Bridge,text-free,3
Transitive Transport Bridge,text-free,42
Transitive Transport Bridge,text-free,10
Transitive Transport Bridge,text-free,29
Transitive Transport Bridge,text-free,252
Transitive Transport Bridge,text-free,243
Transitive Transport Bridge,text-free,21
Transitive Transport Bridge,text-free,45
Transitive Transport Bridge,text-free,188
Transitive Transport Bridge,text-free,128
Transitive Transport Bridge,text-free,2
Transitive Transport Bridge,text-free,38
Transitive Transport Bridge,text-free,147
Transitive Transport Bridge,text-free,351
Transitive Transport Bridge,text-free,2
Transitive Transport Bridge,text-free,60
Transitive Transport Bridge,text-free,142
Transitive Transport Bridge,text-free,388
Transitive Transport Bridge,text-free,64
Transitive Transport Bridge,text-free,57
Transitive Transport Bridge,text-free,178
Transitive Transport Bridge,text-free,72
Transitive Transport Bridge,text-free,97
Transitive Transport Bridge,text-free,131
Transitive Transport Bridge,text-free,11
Transitive Transport Bridge,text-free,3
Transitive Transport Bridge,text-free,2
Transitive Transport Bridge,text-free,2
Transitive Transport Bridge,text-free,47
Transitive Transport Bridge,text-free,225
Transitive Transport Bridge,text-free,317
Transitive Transport Bridge,text-free,164
Transitive Transport Bridge,text-free,37
Caption Distance FGW,text-free,63
Caption Distance FGW,text-free,18
Caption Distance FGW,text-free,5
Caption Distance FGW,text-free,74
Caption Distance FGW,text-free,109
Caption Distance FGW,text-free,47
Caption Distance FGW,text-free,11
Caption Distance FGW,text-free,46
Caption Distance FGW,text-free,11
Caption Distance FGW,text-free,6
Caption Distance FGW,text-free,19
Caption Distance FGW,text-free,1
Caption Distance FGW,text-free,63
Caption Distance FGW,text-free,2
Caption Distance FGW,text-free,278
Caption Distance FGW,text-free,2
Caption Distance FGW,text-free,123
Caption Distance FGW,text-free,58
Caption Distance FGW,text-free,20
Caption Distance FGW,text-free,14
Caption Distance FGW,text-free,182
Caption Distance FGW,text-free,37
Caption Distance FGW,text-free,31
Caption Distance FGW,text-free,63
Caption Distance FGW,text-free,22
Caption Distance FGW,text-free,167
Caption Distance FGW,text-free,15
Caption Distance FGW,text-free,132
Caption Distance FGW,text-free,6
Caption Distance FGW,text-free,194
Caption Distance FGW,text-free,7
Caption Distance FGW,text-free,11
Caption Distance FGW,text-free,25
Caption Distance FGW,text-free,19
Caption Distance FGW,text-free,193
Caption Distance FGW,text-free,2
Caption Distance FGW,text-free,49
Caption Distance FGW,text-free,3
Caption Distance FGW,text-free,23
Caption Distance FGW,text-free,17
Caption Distance FGW,text-free,12
Caption Distance FGW,text-free,255
Caption Distance FGW,text-free,160
Caption Distance FGW,text-free,3
Caption Distance FGW,text-free,71
Caption Distance FGW,text-free,2
Caption Distance FGW,text-free,31
Caption Distance FGW,text-free,27
Caption Distance FGW,text-free,84
Caption Distance FGW,text-free,1
Caption Distance FGW,text-free,1
Caption Distance FGW,text-free,166
Caption Distance FGW,text-free,16
Caption Distance FGW,text-free,234
Caption Distance FGW,text-free,3
Caption Distance FGW,text-free,33
Caption Distance FGW,text-free,278
Caption Distance FGW,text-free,84
Caption Distance FGW,text-free,283
Caption Distance FGW,text-free,70
Caption Distance FGW,text-free,104
Caption Distance FGW,text-free,210
Caption Distance FGW,text-free,327
Caption Distance FGW,text-free,56
Caption Distance FGW,text-free,9
Caption Distance FGW,text-free,97
Caption Distance FGW,text-free,18
Caption Distance FGW,text-free,232
Caption Distance FGW,text-free,127
Caption Distance FGW,text-free,14
Caption Distance FGW,text-free,23
Caption Distance FGW,text-free,44
Caption Distance FGW,text-free,22
Caption Distance FGW,text-free,53
Caption Distance FGW,text-free,16
Caption Distance FGW,text-free,1
Caption Distance FGW,text-free,3
Caption Distance FGW,text-free,227
Caption Distance FGW,text-free,44
Caption Distance FGW,text-free,154
Caption Distance FGW,text-free,54
Caption Distance FGW,text-free,21
Caption Distance FGW,text-free,132
Caption Distance FGW,text-free,30
Caption Distance FGW,text-free,340
Caption Distance FGW,text-free,23
Caption Distance FGW,text-free,136
Caption Distance FGW,text-free,208
Caption Distance FGW,text-free,13
Caption Distance FGW,text-free,36
Caption Distance FGW,text-free,90
Caption Distance FGW,text-free,3
Caption Distance FGW,text-free,229
Caption Distance FGW,text-free,38
Caption Distance FGW,text-free,103
Caption Distance FGW,text-free,97
Caption Distance FGW,text-free,222
Caption Distance FGW,text-free,175
Caption Distance FGW,text-free,91
Caption Distance FGW,text-free,155
Caption Distance FGW,text-free,309
Caption Distance FGW,text-free,176
Caption Distance FGW,text-free,21
Caption Distance FGW,text-free,358
Caption Distance FGW,text-free,213
Caption Distance FGW,text-free,193
Caption Distance FGW,text-free,67
Caption Distance FGW,text-free,9
Caption Distance FGW,text-free,146
Caption Distance FGW,text-free,2
Caption Distance FGW,text-free,255
Caption Distance FGW,text-free,204
Caption Distance FGW,text-free,337
Caption Distance FGW,text-free,4
Caption Distance FGW,text-free,28
Caption Distance FGW,text-free,64
Caption Distance FGW,text-free,3
Caption Distance FGW,text-free,167
Caption Distance FGW,text-free,8
Caption Distance FGW,text-free,256
Caption Distance FGW,text-free,22
Caption Distance FGW,text-free,24
Caption Distance FGW,text-free,13
Caption Distance FGW,text-free,25
Caption Distance FGW,text-free,87
Caption Distance FGW,text-free,66
Caption Distance FGW,text-free,9
Caption Distance FGW,text-free,9
Caption Distance FGW,text-free,39
Caption Distance FGW,text-free,49
Caption Distance FGW,text-free,70
Caption Distance FGW,text-free,13
Caption Distance FGW,text-free,18
Caption Distance FGW,text-free,33
Caption Distance FGW,text-free,27
Caption Distance FGW,text-free,22
Caption Distance FGW,text-free,1
Caption Distance FGW,text-free,138
Caption Distance FGW,text-free,136
Caption Distance FGW,text-free,46
Caption Distance FGW,text-free,1
Caption Distance FGW,text-free,146
Caption Distance FGW,text-free,8
Caption Distance FGW,text-free,76
Caption Distance FGW,text-free,37
Caption Distance FGW,text-free,6
Caption Distance FGW,text-free,22
Caption Distance FGW,text-free,210
Caption Distance FGW,text-free,4
Caption Distance FGW,text-free,3
Caption Distance FGW,text-free,280
Caption Distance FGW,text-free,362
Caption Distance FGW,text-free,17
Caption Distance FGW,text-free,9
Caption Distance FGW,text-free,26
Caption Distance FGW,text-free,1
Caption Distance FGW,text-free,68
Caption Distance FGW,text-free,65
Caption Distance FGW,text-free,12
Caption Distance FGW,text-free,11
Caption Distance FGW,text-free,2
Caption Distance FGW,text-free,47
Caption Distance FGW,text-free,47
Caption Distance FGW,text-free,4
Caption Distance FGW,text-free,4
Caption Distance FGW,text-free,31
Caption Distance FGW,text-free,102
Caption Distance FGW,text-free,77
Caption Distance FGW,text-free,131
Caption Distance FGW,text-free,2
Caption Distance FGW,text-free,60
Caption Distance FGW,text-free,94
Caption Distance FGW,text-free,10
Caption Distance FGW,text-free,167
Caption Distance FGW,text-free,118
Caption Distance FGW,text-free,16
Caption Distance FGW,text-free,172
Caption Distance FGW,text-free,255
Caption Distance FGW,text-free,65
Caption Distance FGW,text-free,12
Caption Distance FGW,text-free,89
Caption Distance FGW,text-free,29
Caption Distance FGW,text-free,5
Caption Distance FGW,text-free,13
Caption Distance FGW,text-free,42
Caption Distance FGW,text-free,51
Caption Distance FGW,text-free,73
Caption Distance FGW,text-free,142
Caption Distance FGW,text-free,16
Caption Distance FGW,text-free,5
Caption Distance FGW,text-free,19
Caption Distance FGW,text-free,10
Caption Distance FGW,text-free,71
Caption Distance FGW,text-free,58
Caption Distance FGW,text-free,1
Caption Distance FGW,text-free,315
Caption Distance FGW,text-free,8
Caption Distance FGW,text-free,27
Caption Distance FGW,text-free,25
Caption Distance FGW,text-free,28
Caption Distance FGW,text-free,204
Caption Distance FGW,text-free,20
Caption Distance FGW,text-free,33
Caption Distance FGW,text-free,99
Caption Distance FGW,text-free,92
Caption Distance FGW,text-free,302
Caption Distance FGW,text-free,24
Caption Distance FGW,text-free,179
Caption Distance FGW,text-free,2
Caption Distance FGW,text-free,247
Caption Distance FGW,text-free,8
Caption Distance FGW,text-free,7
Caption Distance FGW,text-free,49
Caption Distance FGW,text-free,331
Caption Distance FGW,text-free,1
Caption Distance FGW,text-free,1
Caption Distance FGW,text-free,70
Caption Distance FGW,text-free,74
Caption Distance FGW,text-free,57
Caption Distance FGW,text-free,116
Caption Distance FGW,text-free,132
Caption Distance FGW,text-free,27
Caption Distance FGW,text-free,179
Caption Distance FGW,text-free,48
Caption Distance FGW,text-free,56
Caption Distance FGW,text-free,188
Caption Distance FGW,text-free,12
Caption Distance FGW,text-free,4
Caption Distance FGW,text-free,179
Caption Distance FGW,text-free,53
Caption Distance FGW,text-free,13
Caption Distance FGW,text-free,240
Caption Distance FGW,text-free,12
Caption Distance FGW,text-free,134
Caption Distance FGW,text-free,1
Caption Distance FGW,text-free,101
Caption Distance FGW,text-free,241
Caption Distance FGW,text-free,38
Caption Distance FGW,text-free,157
Caption Distance FGW,text-free,47
Caption Distance FGW,text-free,82
Caption Distance FGW,text-free,76
Caption Distance FGW,text-free,1
Caption Distance FGW,text-free,55
Caption Distance FGW,text-free,11
Caption Distance FGW,text-free,28
Caption Distance FGW,text-free,230
Caption Distance FGW,text-free,23
Caption Distance FGW,text-free,4
Caption Distance FGW,text-free,9
Caption Distance FGW,text-free,33
Caption Distance FGW,text-free,23
Caption Distance FGW,text-free,350
Caption Distance FGW,text-free,84
Caption Distance FGW,text-free,3
Caption Distance FGW,text-free,14
Caption Distance FGW,text-free,8
Caption Distance FGW,text-free,118
Caption Distance FGW,text-free,15
Caption Distance FGW,text-free,34
Caption Distance FGW,text-free,63
Caption Distance FGW,text-free,15
Caption Distance FGW,text-free,1
Caption Distance FGW,text-free,19
Caption Distance FGW,text-free,22
Caption Distance FGW,text-free,7
Caption Distance FGW,text-free,6
Caption Distance FGW,text-free,2
Caption Distance FGW,text-free,228
Caption Distance FGW,text-free,63
Caption Distance FGW,text-free,6
Caption Distance FGW,text-free,329
Caption Distance FGW,text-free,108
Caption Distance FGW,text-free,1
Caption Distance FGW,text-free,131
Caption Distance FGW,text-free,228
Caption Distance FGW,text-free,64
Caption Distance FGW,text-free,75
Caption Distance FGW,text-free,31
Caption Distance FGW,text-free,118
Caption Distance FGW,text-free,10
Caption Distance FGW,text-free,111
Caption Distance FGW,text-free,88
Caption Distance FGW,text-free,136
Caption Distance FGW,text-free,25
Caption Distance FGW,text-free,212
Caption Distance FGW,text-free,1
Caption Distance FGW,text-free,22
Caption Distance FGW,text-free,2
Caption Distance FGW,text-free,263
Caption Distance FGW,text-free,25
Caption Distance FGW,text-free,26
Caption Distance FGW,text-free,1
Caption Distance FGW,text-free,3
Caption Distance FGW,text-free,33
Caption Distance FGW,text-free,28
Caption Distance FGW,text-free,169
Caption Distance FGW,text-free,86
Caption Distance FGW,text-free,1
Caption Distance FGW,text-free,5
Caption Distance FGW,text-free,17
Caption Distance FGW,text-free,17
Caption Distance FGW,text-free,50
Caption Distance FGW,text-free,39
Caption Distance FGW,text-free,82
Caption Distance FGW,text-free,23
Caption Distance FGW,text-free,4
Caption Distance FGW,text-free,126
Caption Distance FGW,text-free,19
Caption Distance FGW,text-free,130
Caption Distance FGW,text-free,99
Caption Distance FGW,text-free,6
Caption Distance FGW,text-free,27
Caption Distance FGW,text-free,54
Caption Distance FGW,text-free,62
Caption Distance FGW,text-free,276
Caption Distance FGW,text-free,194
Caption Distance FGW,text-free,183
Caption Distance FGW,text-free,25
Caption Distance FGW,text-free,36
Caption Distance FGW,text-free,8
Caption Distance FGW,text-free,105
Caption Distance FGW,text-free,3
Caption Distance FGW,text-free,19
Caption Distance FGW,text-free,8
Caption Distance FGW,text-free,9
Caption Distance FGW,text-free,4
Caption Distance FGW,text-free,85
Caption Distance FGW,text-free,89
Caption Distance FGW,text-free,47
Caption Distance FGW,text-free,222
Caption Distance FGW,text-free,16
Caption Distance FGW,text-free,55
Caption Distance FGW,text-free,57
Caption Distance FGW,text-free,5
Caption Distance FGW,text-free,99
Caption Distance FGW,text-free,85
Caption Distance FGW,text-free,51
Caption Distance FGW,text-free,205
Caption Distance FGW,text-free,26
Caption Distance FGW,text-free,34
Caption Distance FGW,text-free,15
Caption Distance FGW,text-free,155
Caption Distance FGW,text-free,35
Caption Distance FGW,text-free,6
Caption Distance FGW,text-free,169
Caption Distance FGW,text-free,143
Caption Distance FGW,text-free,68
Caption Distance FGW,text-free,126
Caption Distance FGW,text-free,32
Caption Distance FGW,text-free,57
Caption Distance FGW,text-free,2
Caption Distance FGW,text-free,294
Caption Distance FGW,text-free,23
Caption Distance FGW,text-free,31
Caption Distance FGW,text-free,306
Caption Distance FGW,text-free,114
Caption Distance FGW,text-free,115
Caption Distance FGW,text-free,16
Caption Distance FGW,text-free,20
Caption Distance FGW,text-free,2
Caption Distance FGW,text-free,398
Caption Distance FGW,text-free,275
Caption Distance FGW,text-free,67
Caption Distance FGW,text-free,6
Caption Distance FGW,text-free,23
Caption Distance FGW,text-free,3
Caption Distance FGW,text-free,2
Caption Distance FGW,text-free,77
Caption Distance FGW,text-free,33
Caption Distance FGW,text-free,161
Caption Distance FGW,text-free,103
Caption Distance FGW,text-free,75
Caption Distance FGW,text-free,204
Caption Distance FGW,text-free,4
Caption Distance FGW,text-free,60
Caption Distance FGW,text-free,16
Caption Distance FGW,text-free,141
Caption Distance FGW,text-free,134
Caption Distance FGW,text-free,86
Caption Distance FGW,text-free,162
Caption Distance FGW,text-free,2
Caption Distance FGW,text-free,102
Caption Distance FGW,text-free,10
Caption Distance FGW,text-free,48
Caption Distance FGW,text-free,3
Caption Distance FGW,text-free,8
Caption Distance FGW,text-free,251
Caption Distance FGW,text-free,129
Caption Distance FGW,text-free,106
Caption Distance FGW,text-free,24
Caption Distance FGW,text-free,116
Caption Distance FGW,text-free,338
Caption Distance FGW,text-free,2
Caption Distance FGW,text-free,1
Caption Distance FGW,text-free,70
Caption Distance FGW,text-free,191
Caption Distance FGW,text-free,146
Caption Distance FGW,text-free,91
Caption Distance FGW,text-free,152
GW (intra-modal geometry),text-free,190
GW (intra-modal geometry),text-free,330
GW (intra-modal geometry),text-free,51
GW (intra-modal geometry),text-free,339
GW (intra-modal geometry),text-free,324
GW (intra-modal geometry),text-free,140
GW (intra-modal geometry),text-free,231
GW (intra-modal geometry),text-free,11
GW (intra-modal geometry),text-free,257
GW (intra-modal geometry),text-free,57
GW (intra-modal geometry),text-free,66
GW (intra-modal geometry),text-free,106
GW (intra-modal geometry),text-free,233
GW (intra-modal geometry),text-free,199
GW (intra-modal geometry),text-free,196
GW (intra-modal geometry),text-free,34
GW (intra-modal geometry),text-free,263
GW (intra-modal geometry),text-free,35
GW (intra-modal geometry),text-free,183
GW (intra-modal geometry),text-free,140
GW (intra-modal geometry),text-free,204
GW (intra-modal geometry),text-free,87
GW (intra-modal geometry),text-free,78
GW (intra-modal geometry),text-free,261
GW (intra-modal geometry),text-free,226
GW (intra-modal geometry),text-free,230
GW (intra-modal geometry),text-free,78
GW (intra-modal geometry),text-free,292
GW (intra-modal geometry),text-free,268
GW (intra-modal geometry),text-free,33
GW (intra-modal geometry),text-free,27
GW (intra-modal geometry),text-free,193
GW (intra-modal geometry),text-free,242
GW (intra-modal geometry),text-free,274
GW (intra-modal geometry),text-free,241
GW (intra-modal geometry),text-free,52
GW (intra-modal geometry),text-free,335
GW (intra-modal geometry),text-free,55
GW (intra-modal geometry),text-free,117
GW (intra-modal geometry),text-free,249
GW (intra-modal geometry),text-free,51
GW (intra-modal geometry),text-free,130
GW (intra-modal geometry),text-free,362
GW (intra-modal geometry),text-free,122
GW (intra-modal geometry),text-free,290
GW (intra-modal geometry),text-free,214
GW (intra-modal geometry),text-free,273
GW (intra-modal geometry),text-free,246
GW (intra-modal geometry),text-free,125
GW (intra-modal geometry),text-free,181
GW (intra-modal geometry),text-free,23
GW (intra-modal geometry),text-free,5
GW (intra-modal geometry),text-free,149
GW (intra-modal geometry),text-free,300
GW (intra-modal geometry),text-free,193
GW (intra-modal geometry),text-free,244
GW (intra-modal geometry),text-free,246
GW (intra-modal geometry),text-free,28
GW (intra-modal geometry),text-free,134
GW (intra-modal geometry),text-free,159
GW (intra-modal geometry),text-free,223
GW (intra-modal geometry),text-free,132
GW (intra-modal geometry),text-free,318
GW (intra-modal geometry),text-free,317
GW (intra-modal geometry),text-free,9
GW (intra-modal geometry),text-free,101
GW (intra-modal geometry),text-free,35
GW (intra-modal geometry),text-free,25
GW (intra-modal geometry),text-free,175
GW (intra-modal geometry),text-free,147
GW (intra-modal geometry),text-free,8
GW (intra-modal geometry),text-free,320
GW (intra-modal geometry),text-free,39
GW (intra-modal geometry),text-free,71
GW (intra-modal geometry),text-free,371
GW (intra-modal geometry),text-free,20
GW (intra-modal geometry),text-free,283
GW (intra-modal geometry),text-free,91
GW (intra-modal geometry),text-free,65
GW (intra-modal geometry),text-free,77
GW (intra-modal geometry),text-free,133
GW (intra-modal geometry),text-free,282
GW (intra-modal geometry),text-free,199
GW (intra-modal geometry),text-free,193
GW (intra-modal geometry),text-free,189
GW (intra-modal geometry),text-free,285
GW (intra-modal geometry),text-free,86
GW (intra-modal geometry),text-free,346
GW (intra-modal geometry),text-free,124
GW (intra-modal geometry),text-free,79
GW (intra-modal geometry),text-free,212
GW (intra-modal geometry),text-free,181
GW (intra-modal geometry),text-free,318
GW (intra-modal geometry),text-free,168
GW (intra-modal geometry),text-free,240
GW (intra-modal geometry),text-free,354
GW (intra-modal geometry),text-free,30
GW (intra-modal geometry),text-free,361
GW (intra-modal geometry),text-free,81
GW (intra-modal geometry),text-free,216
GW (intra-modal geometry),text-free,287
GW (intra-modal geometry),text-free,178
GW (intra-modal geometry),text-free,82
GW (intra-modal geometry),text-free,232
GW (intra-modal geometry),text-free,391
GW (intra-modal geometry),text-free,380
GW (intra-modal geometry),text-free,50
GW (intra-modal geometry),text-free,57
GW (intra-modal geometry),text-free,55
GW (intra-modal geometry),text-free,158
GW (intra-modal geometry),text-free,1
GW (intra-modal geometry),text-free,105
GW (intra-modal geometry),text-free,182
GW (intra-modal geometry),text-free,10
GW (intra-modal geometry),text-free,111
GW (intra-modal geometry),text-free,278
GW (intra-modal geometry),text-free,4
GW (intra-modal geometry),text-free,131
GW (intra-modal geometry),text-free,88
GW (intra-modal geometry),text-free,220
GW (intra-modal geometry),text-free,118
GW (intra-modal geometry),text-free,71
GW (intra-modal geometry),text-free,158
GW (intra-modal geometry),text-free,382
GW (intra-modal geometry),text-free,309
GW (intra-modal geometry),text-free,138
GW (intra-modal geometry),text-free,94
GW (intra-modal geometry),text-free,72
GW (intra-modal geometry),text-free,85
GW (intra-modal geometry),text-free,11
GW (intra-modal geometry),text-free,16
GW (intra-modal geometry),text-free,366
GW (intra-modal geometry),text-free,32
GW (intra-modal geometry),text-free,4
GW (intra-modal geometry),text-free,57
GW (intra-modal geometry),text-free,21
GW (intra-modal geometry),text-free,87
GW (intra-modal geometry),text-free,31
GW (intra-modal geometry),text-free,110
GW (intra-modal geometry),text-free,60
GW (intra-modal geometry),text-free,87
GW (intra-modal geometry),text-free,316
GW (intra-modal geometry),text-free,205
GW (intra-modal geometry),text-free,49
GW (intra-modal geometry),text-free,237
GW (intra-modal geometry),text-free,205
GW (intra-modal geometry),text-free,101
GW (intra-modal geometry),text-free,308
GW (intra-modal geometry),text-free,158
GW (intra-modal geometry),text-free,13
GW (intra-modal geometry),text-free,217
GW (intra-modal geometry),text-free,157
GW (intra-modal geometry),text-free,15
GW (intra-modal geometry),text-free,74
GW (intra-modal geometry),text-free,32
GW (intra-modal geometry),text-free,22
GW (intra-modal geometry),text-free,105
GW (intra-modal geometry),text-free,211
GW (intra-modal geometry),text-free,314
GW (intra-modal geometry),text-free,35
GW (intra-modal geometry),text-free,77
GW (intra-modal geometry),text-free,78
GW (intra-modal geometry),text-free,58
GW (intra-modal geometry),text-free,277
GW (intra-modal geometry),text-free,208
GW (intra-modal geometry),text-free,52
GW (intra-modal geometry),text-free,169
GW (intra-modal geometry),text-free,6
GW (intra-modal geometry),text-free,152
GW (intra-modal geometry),text-free,5
GW (intra-modal geometry),text-free,399
GW (intra-modal geometry),text-free,22
